x,y,z,class,sound_path,background_silence,birds,frogs,human_speech,insects,mammals,misc/uncertain,rain_(heavy),rain_(light),vehicles_(aircraft/cars),wind_(strong),wind_(light)
7.811529,4.0040483,16.023531,1,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_1192.5-1197.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
7.610124,4.108572,15.80469,1,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_1197.0-1201.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.6933498,4.864007,12.416935,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_121.5-126.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.3200443,4.707603,12.471342,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_126.0-130.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.9011412,4.9446664,12.489982,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_13.5-18.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.9173393,-0.7874908,1.8270669,3,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_130.5-135.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
4.8889728,-2.5958064,2.8380933,3,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_135.0-139.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
4.860327,-2.5212145,2.78817,3,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_139.5-144.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
4.793624,-2.6603305,2.9334853,3,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_144.0-148.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
4.796932,-2.6601841,2.930208,3,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_148.5-153.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
4.854295,-2.6663458,2.8984344,3,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_153.0-157.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
4.77896,-2.664947,2.9479265,3,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_157.5-162.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.318046,4.451136,12.749528,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_162.0-166.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.3966074,5.150024,12.4234705,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_166.5-171.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
4.1402016,5.3835273,13.103533,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_171.0-175.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.4456284,5.14096,12.632543,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_175.5-180.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.3073835,5.112802,12.459352,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_18.0-22.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.6519346,2.6356804,-0.28802878,2,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_180.0-184.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.6622665,2.566025,-0.22430886,2,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_184.5-189.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.9432876,5.0770297,12.058819,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_189.0-193.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.959672,5.1068106,12.03837,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_193.5-198.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.8373737,4.9187813,12.4125185,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_198.0-202.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.3094983,5.102861,12.386339,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_202.5-207.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.6196184,4.8640943,12.0603895,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_207.0-211.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.2539647,4.817152,12.480145,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_211.5-216.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.2807603,4.717519,12.607488,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_216.0-220.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.7635608,4.899885,12.396735,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_22.5-27.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.6395843,4.8613887,12.0699,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_220.5-225.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.2568707,4.3366766,12.670798,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_225.0-229.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.6348348,4.5284505,12.422782,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_229.5-234.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.7085872,4.8625784,12.24572,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_234.0-238.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.615634,4.8305774,12.104731,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_238.5-243.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.1796,4.441037,12.699462,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_243.0-247.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.6049573,4.632224,12.684194,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_247.5-252.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.6521733,4.8778324,12.175686,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_252.0-256.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.6465106,4.7278905,12.444476,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_256.5-261.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.371209,4.4748645,12.808293,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_261.0-265.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.694369,4.681564,12.779813,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_265.5-270.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.3797264,5.1716743,12.487158,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_27.0-31.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
4.8035827,-2.6498716,2.9214346,3,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_270.0-274.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.7995632,5.4402847,13.012195,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_274.5-279.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.7935846,5.426944,13.01389,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_279.0-283.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.770823,4.6681714,12.794477,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_283.5-288.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.7139537,4.772758,12.354456,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_288.0-292.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.3961678,4.4981503,12.809773,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_292.5-297.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.7053363,4.752309,12.298633,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_297.0-301.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.8881927,4.5188723,12.708963,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_301.5-306.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.6816547,4.606735,12.686408,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_306.0-310.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.830937,4.926849,12.415486,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_31.5-36.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.5952713,4.831045,12.084459,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_310.5-315.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.7372122,4.554594,12.74387,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_315.0-319.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.8118653,5.2263227,13.240767,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_319.5-324.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.7844565,5.2232227,13.225591,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_324.0-328.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
4.2713428,5.373025,13.298653,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_328.5-333.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
4.310706,5.4198527,13.270844,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_333.0-337.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.6724217,4.8714085,12.192295,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_337.5-342.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.6862087,4.611735,12.648353,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_342.0-346.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.6396232,4.8452935,12.163608,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_346.5-351.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.8272386,4.9594316,12.156987,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_351.0-355.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.2576885,4.4520493,12.693148,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_355.5-360.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.9512203,4.9768906,12.579981,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_36.0-40.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.6917818,4.854362,12.1551075,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_360.0-364.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.1857724,4.4363103,12.706714,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_364.5-369.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.6712961,4.6141777,12.711866,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_369.0-373.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.760994,4.7338567,12.389724,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_373.5-378.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.7585447,4.720846,12.390651,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_378.0-382.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.7005322,4.621423,12.698781,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_382.5-387.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
4.272066,5.372125,13.29607,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_387.0-391.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
4.296022,5.3650823,13.346717,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_391.5-396.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
4.2783937,5.373861,13.300369,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_396.0-400.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.9375267,4.9629493,12.544085,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_4.5-9.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.558435,5.018442,12.399778,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_40.5-45.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.1758573,4.439657,12.708227,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_400.5-405.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.757236,4.9163933,12.174826,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_405.0-409.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.778447,4.649019,12.383992,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_409.5-414.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.527245,4.414351,12.392816,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_414.0-418.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.7181435,4.8285213,12.263954,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_418.5-423.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.57038,4.607227,12.737822,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_423.0-427.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.2948344,4.4270835,12.739738,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_427.5-432.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.3100543,5.104983,12.386118,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_432.0-436.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.2062643,4.386596,12.61974,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_436.5-441.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.8778663,4.4216847,12.447408,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_441.0-445.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.724813,4.5859346,12.286333,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_445.5-450.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.840043,4.9271803,12.42297,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_45.0-49.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.8342044,4.4579344,12.412931,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_450.0-454.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
4.074785,5.1125503,13.300628,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_454.5-459.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
4.279676,5.3592815,13.327211,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_459.0-463.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
4.205148,5.2168803,13.466675,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_463.5-468.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.783651,5.2265644,13.226822,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_468.0-472.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.239484,4.3564067,12.653649,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_472.5-477.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.7065463,4.5609217,12.771713,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_477.0-481.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.25852,4.717413,12.582246,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_481.5-486.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.696188,4.644112,12.768947,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_486.0-490.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.3019698,5.1105657,12.371225,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_49.5-54.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.5472565,4.5448003,12.269809,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_490.5-495.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.5856962,4.369291,12.592911,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_495.0-499.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.6937761,4.4338784,12.363779,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_499.5-504.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
4.1496134,5.217841,13.374327,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_504.0-508.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
4.2810316,5.3737807,13.3099,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_508.5-513.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.5384073,4.554661,12.236235,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_513.0-517.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.0472343,4.3750587,12.51349,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_517.5-522.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.439683,4.598222,12.2254925,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_522.0-526.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.7685804,4.394755,12.407762,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_526.5-531.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.0720868,4.622992,12.610876,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_531.0-535.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.7905276,4.337081,12.408688,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_535.5-540.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.8292718,4.920792,12.41835,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_54.0-58.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.6504896,4.852378,12.089077,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_540.0-544.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
4.178824,5.219183,13.309196,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_544.5-549.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
4.135907,5.170531,13.349347,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_549.0-553.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.2430873,4.3346515,12.669617,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_553.5-558.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.6615224,4.6186676,12.713121,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_558.0-562.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.2579012,4.337999,12.68506,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_562.5-567.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.6856556,4.358952,12.483845,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_567.0-571.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.2417119,4.3930407,12.6953,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_571.5-576.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.7162116,4.6137223,12.306588,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_576.0-580.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
4.2192,5.387173,13.214151,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_58.5-63.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.70553,4.664864,12.771747,0,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_580.5-585.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
