x,y,z,class,sound_path,background_silence,birds,frogs,human_speech,insects,mammals,misc/uncertain,rain_(heavy),rain_(light),vehicles_(aircraft/cars),wind_(strong),wind_(light)
-0.52560055,8.038713,6.9462147,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_1084.5-1089.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
0.75736856,8.6329565,7.7774506,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_1089.0-1093.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
1.3604774,7.6307964,7.507966,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_1093.5-1098.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.1908128,7.777303,9.027338,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_1098.0-1102.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.3742976,7.570602,9.112468,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_1102.5-1107.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
1.9801826,7.460376,7.8694243,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_1107.0-1111.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.056178,8.071563,9.20898,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_1111.5-1116.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.303902,8.307564,9.414639,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_1116.0-1120.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.5124009,8.377544,8.7946415,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_112.5-117.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
4.0340776,8.581213,10.020796,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_1120.5-1125.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
4.1946855,8.631228,9.791951,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_1125.0-1129.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
5.1261644,8.827108,10.130481,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_1129.5-1134.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
4.7824326,8.980097,10.093689,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_1134.0-1138.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.6817172,8.177174,9.673086,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_1138.5-1143.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
6.01841,9.326457,9.0225935,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_1143.0-1147.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.4234118,8.205938,8.995672,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_1147.5-1152.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
4.6785045,9.111519,9.598633,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_1152.0-1156.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
4.7231345,9.213299,9.340684,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_1156.5-1161.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
5.5287075,9.143929,9.124013,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_1161.0-1165.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
5.9290447,9.323053,8.9514265,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_1165.5-1170.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.2758477,8.278268,8.584418,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_117.0-121.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
4.8840084,9.285331,9.213202,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_1170.0-1174.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.4359896,8.184474,8.998823,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_1174.5-1179.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.3956838,8.269673,8.542559,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_1179.0-1183.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.60583,8.122486,9.063825,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_1183.5-1188.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
0.6459964,8.948899,8.094951,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_1188.0-1192.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.2424498,8.52225,9.545922,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_1192.5-1197.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.64681,8.974117,9.795691,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_1197.0-1201.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.1267214,8.328272,8.610995,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_121.5-126.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.5407271,8.022276,8.952412,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_126.0-130.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
4.6777086,9.070082,9.618113,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_13.5-18.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.8087983,8.928825,9.502097,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_130.5-135.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.153335,8.481358,9.382247,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_135.0-139.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.9078608,9.229328,8.533648,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_139.5-144.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.3068132,8.29308,8.658366,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_144.0-148.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
1.8370938,9.214051,8.428209,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_148.5-153.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
0.75482225,8.9769125,8.126915,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_153.0-157.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
0.37090096,8.787247,7.9354024,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_157.5-162.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.8638813,8.220554,8.977028,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_162.0-166.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.3307045,8.14609,9.339178,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_166.5-171.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.4602308,8.128202,9.346671,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_171.0-175.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
4.486887,8.989792,9.582657,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_175.5-180.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
5.462732,9.040545,9.196908,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_18.0-22.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
4.3416595,9.197164,8.581858,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_180.0-184.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
6.204731,9.351501,9.197656,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_184.5-189.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
5.4327197,8.784931,10.089438,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_189.0-193.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
4.5819683,8.248441,9.599783,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_193.5-198.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
4.507003,8.6831,9.521793,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_198.0-202.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
5.5277767,9.125411,9.187865,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_202.5-207.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.919822,8.745984,9.668729,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_207.0-211.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.1881757,8.509412,9.448037,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_211.5-216.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
4.580599,9.067982,9.67852,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_216.0-220.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
4.273148,8.653181,9.4103,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_22.5-27.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.9083827,8.955553,9.502658,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_220.5-225.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
4.0293474,8.626942,10.0630455,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_225.0-229.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
4.6995754,9.223866,9.875244,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_229.5-234.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
4.724054,9.231438,9.889818,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_234.0-238.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
4.8051786,9.126832,10.062086,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_238.5-243.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
6.0031962,9.301237,9.051798,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_243.0-247.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
4.3951416,8.80909,9.576254,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_247.5-252.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.337231,8.348911,9.4318695,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_252.0-256.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.3868961,8.801822,9.770064,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_256.5-261.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
4.8270454,9.107936,10.058086,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_261.0-265.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
4.7272167,8.817979,10.127789,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_265.5-270.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
4.4550996,8.749435,9.563089,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_27.0-31.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
4.731501,9.187065,9.622366,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_270.0-274.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.319615,8.658456,9.682831,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_274.5-279.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.1343606,8.095432,9.186448,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_279.0-283.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.9581754,8.09358,9.190805,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_283.5-288.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.43043,8.409389,9.617545,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_288.0-292.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.3519626,8.744254,9.766125,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_292.5-297.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
6.108249,9.229945,10.031334,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_297.0-301.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
6.37279,9.358107,9.249836,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_301.5-306.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
6.4666376,9.489361,9.246244,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_306.0-310.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
7.040422,8.580386,5.4066052,1,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_31.5-36.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
7.665882,9.571819,9.249436,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_310.5-315.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
5.6119175,8.926117,10.204274,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_315.0-319.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
6.0883527,9.301723,9.22283,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_319.5-324.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
6.288547,9.175202,10.07421,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_324.0-328.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
5.7429967,8.956863,10.182009,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_328.5-333.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
4.076248,8.108026,9.569048,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_333.0-337.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
5.6209736,8.934438,10.233534,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_337.5-342.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.3329136,8.666178,9.726073,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_342.0-346.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.1785016,8.309011,8.619909,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_346.5-351.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.1072667,8.46894,9.336365,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_351.0-355.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
5.574412,8.893403,10.1764145,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_355.5-360.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
4.499291,8.73278,9.571548,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_36.0-40.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
5.9552474,9.172749,10.093724,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_360.0-364.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
5.4094872,8.773994,10.103924,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_364.5-369.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
5.6260805,8.929201,10.204462,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_369.0-373.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
5.892287,9.158694,10.0825815,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_373.5-378.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
4.8444247,9.125576,10.039871,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_378.0-382.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
6.937757,9.57786,9.396822,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_382.5-387.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
6.3794923,9.395828,9.357078,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_387.0-391.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.7482922,9.016491,9.822952,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_391.5-396.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
4.744024,9.195626,9.906871,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_396.0-400.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
4.6917286,9.291631,9.063105,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_4.5-9.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.787442,8.40111,8.893036,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_40.5-45.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.379266,8.759898,9.777433,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_400.5-405.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
5.784948,9.332418,8.983851,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_405.0-409.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
6.0764666,9.306438,9.021808,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_409.5-414.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.3684504,8.152085,8.940351,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_414.0-418.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.2730672,8.197999,8.600416,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_418.5-423.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.354495,7.9274163,8.366249,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_423.0-427.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.022339,7.983795,9.170083,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_427.5-432.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.6164253,8.059682,9.589,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_432.0-436.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.85263,8.206236,9.58111,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_436.5-441.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.9176722,8.130159,9.549872,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_441.0-445.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
4.7123733,9.236905,9.931888,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_445.5-450.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.6141586,7.8631516,8.50707,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_45.0-49.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
4.8328114,9.122629,10.027172,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_450.0-454.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
4.8099585,9.137087,10.053549,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_454.5-459.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
6.427454,9.423566,9.345157,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_459.0-463.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
6.652952,9.514832,9.357891,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_463.5-468.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
6.1272726,9.253001,9.953355,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_468.0-472.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
6.7798905,9.551345,9.344628,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_472.5-477.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
6.889048,9.59122,9.339641,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_477.0-481.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
7.5652776,9.628135,9.104453,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_481.5-486.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
7.5301085,9.620329,9.082576,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_486.0-490.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.8606355,8.409261,8.928573,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_49.5-54.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
9.36604,9.621264,9.419385,2,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_490.5-495.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
7.0174217,9.601358,9.29988,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_495.0-499.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
6.9758058,9.590722,9.295589,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_499.5-504.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.687289,8.253186,9.681897,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_504.0-508.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.360599,8.726945,9.739542,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_508.5-513.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.2734432,8.538405,9.552966,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_513.0-517.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
4.7141724,9.219243,9.815155,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_517.5-522.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
4.754875,9.136725,9.634119,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_522.0-526.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
4.4942822,9.201695,9.860481,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_526.5-531.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
5.645523,9.112488,9.145277,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_531.0-535.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
5.8946834,9.190082,9.092776,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_535.5-540.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.7836773,8.586583,9.581896,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_54.0-58.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
5.9794436,9.30398,8.941942,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_540.0-544.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
4.6440372,8.640381,9.527261,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_544.5-549.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.8132043,8.105802,9.469159,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_549.0-553.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
4.5079203,8.721514,9.567489,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_553.5-558.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.5109496,8.110589,9.411059,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_558.0-562.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.887407,8.271336,9.589061,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_562.5-567.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.8551748,8.139656,9.157813,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_567.0-571.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.519888,8.133312,9.0265875,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_571.5-576.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
2.3405137,8.326781,8.698905,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_576.0-580.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.972954,8.715093,9.34357,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_58.5-63.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.2650254,8.543002,9.580177,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_580.5-585.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
4.688655,9.200934,9.810399,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_585.0-589.5.wav,0,0,0,0,0,0,0,0,0,0,0,0
3.9627857,8.796259,9.661645,0,D:\PhD-data\Duval-DryA\20210419T000000+1000_REC_589.5-594.0.wav,0,0,0,0,0,0,0,0,0,0,0,0
